case_id,partition,category_id,extra_requirement,expected_json,actual_json,status_match,parser_mode_match,effective_mode_match,constraints_match,preference_groups_match,passthrough_match,row_pass
part-a-v2-2-138,HOLDOUT,health-functional-food:eye_health,정 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":3,""value"":""정"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":3,""value"":""정"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-139,HOLDOUT,health-functional-food:protein,제품을 고를 때 환 포함 여부를 먼저 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""환"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-140,HOLDOUT,health-functional-food:liver_health,이번 요청은 1일 3회 포함 제품으로 찾아주세요.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":3,""value"":""1일 3회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""daily_frequency"",""value_code"":3,""value"":""1일 3회"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-141,HOLDOUT,health-functional-food:liver_health,젤리 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-142,HOLDOUT,health-functional-food:eye_health,"마리골드꽃추출물, 베타카로틴 포함 제품을 찾습니다.","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""마리골드꽃추출물, 베타카로틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""마리골드꽃추출물, 베타카로틴"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-143,HOLDOUT,health-functional-food:male_health,쏘팔메토 열매 추출물 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":1,""value"":""쏘팔메토 열매 추출물"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-144,HOLDOUT,health-functional-food:other_functional,과립 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":9,""value"":""과립"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":9,""value"":""과립"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-145,HOLDOUT,health-functional-food:theanine_sleep,미강주정추출물 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":7,""value"":""미강주정추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":7,""value"":""미강주정추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-146,HOLDOUT,health-functional-food:vitamin_mineral,칼슘 포함 여부를 중요하게 봐요.,"{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":6,""value"":""칼슘"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-147,HOLDOUT,health-functional-food:dietary_fiber,가르시니아캄보지아추출물 제외 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""가르시니아캄보지아추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""가르시니아캄보지아추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-148,HOLDOUT,health-functional-food:dietary_fiber,환 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":2,""value"":""환"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":2,""value"":""환"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-149,HOLDOUT,health-functional-food:omega_fatty_acid,오메가-3지방산함유유지가 포함된 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""오메가-3지방산함유유지 제품"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-150,HOLDOUT,health-functional-food:other_functional,공액리놀레산 포함 제품을 찾습니다.,"{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":6,""value"":""공액리놀레산"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""MUST"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":6,""value"":""공액리놀레산"",""constraint_type"":""MUST""}],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-151,CHALLENGE,health-functional-food:blood_sugar_metabolic,"정 포함은 필수이고, 분말 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""정"",""constraint_type"":""MUST""},{""facet_name"":""product_form"",""value_code"":2,""value"":""분말"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-152,CHALLENGE,health-functional-food:dietary_fiber,"환 포함은 필수이고, 정 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":2,""value"":""환"",""constraint_type"":""MUST""},{""facet_name"":""product_form"",""value_code"":3,""value"":""정"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-153,CHALLENGE,health-functional-food:eye_health,"정 포함은 필수이고, 기타 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":3,""value"":""정"",""constraint_type"":""MUST""},{""facet_name"":""product_form"",""value_code"":4,""value"":""기타"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-154,CHALLENGE,health-functional-food:heart_blood,"액상 포함은 필수이고, 과립 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""액상"",""constraint_type"":""MUST""},{""facet_name"":""product_form"",""value_code"":5,""value"":""과립"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-155,CHALLENGE,health-functional-food:joint_health,"환 포함은 필수이고, 과립 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":5,""value"":""환"",""constraint_type"":""MUST""},{""facet_name"":""product_form"",""value_code"":6,""value"":""과립"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-156,CHALLENGE,health-functional-food:liver_health,"젤리 포함은 필수이고, 밀크씨슬(카르두스 마리아누스) 추출물 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":1,""value"":""밀크씨슬(카르두스 마리아누스) 추출물"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-157,CHALLENGE,health-functional-food:male_health,"쏘팔메토 열매 추출물 포함은 필수이고, 쏘팔메토 열매 추출물, 옥타코사놀 함유 유지 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":1,""value"":""쏘팔메토 열매 추출물"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""쏘팔메토 열매 추출물, 옥타코사놀 함유 유지"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-158,CHALLENGE,health-functional-food:omega_fatty_acid,"오메가-3지방산함유유지 제품 포함은 필수이고, 필수 지방산 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""오메가-3지방산함유유지 제품"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""필수 지방산"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-159,CHALLENGE,health-functional-food:other_functional,"과립 포함은 필수이고, 바 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":9,""value"":""과립"",""constraint_type"":""MUST""},{""facet_name"":""product_form"",""value_code"":10,""value"":""바"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-160,CHALLENGE,health-functional-food:probiotics,"겔 포함은 필수이고, 프로바이오틱스 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":10,""value"":""겔"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":1,""value"":""프로바이오틱스"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-161,CHALLENGE,health-functional-food:propolis,"프로폴리스추출물(원료성) 포함은 필수이고, 프로폴리스추출물(원료성), 프로폴리스추출물 제품 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""프로폴리스추출물(원료성)"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""프로폴리스추출물(원료성), 프로폴리스추출물 제품"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-162,CHALLENGE,health-functional-food:protein,"판토텐산, 비오틴 포함은 필수이고, 바나바잎 추출물, 크롬 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""판토텐산, 비오틴"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":6,""value"":""바나바잎 추출물, 크롬"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-163,CHALLENGE,health-functional-food:red_ginseng,"인삼 포함은 필수이고, 인삼제품 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":3,""value"":""인삼"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""인삼제품"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-164,CHALLENGE,health-functional-food:skin_collagen,"감마리놀렌산 함유 유지 포함은 필수이고, 저분자콜라겐펩타이드 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":4,""value"":""감마리놀렌산 함유 유지"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":5,""value"":""저분자콜라겐펩타이드"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-165,CHALLENGE,health-functional-food:theanine_sleep,"미강주정추출물 포함은 필수이고, 유단백가수분해물(락티움) 포함은 선호합니다.","{""status"":""PARSED"",""parser_mode"":""MIXED"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":7,""value"":""미강주정추출물"",""constraint_type"":""MUST""},{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""유단백가수분해물(락티움)"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-166,CHALLENGE,health-functional-food:vitamin_mineral,비타민 C 또는 비타민 D 중 하나면 괜찮아요.,"{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""functional_ingredients"",""value_code"":1,""value"":""비타민 C"",""constraint_type"":""PREFER""},{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비타민 D"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-167,CHALLENGE,health-functional-food:blood_sugar_metabolic,"바나바잎 추출물 또는 녹차추출물, 바나바잎 추출물 중 하나면 괜찮아요.","{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""functional_ingredients"",""value_code"":1,""value"":""바나바잎 추출물"",""constraint_type"":""PREFER""},{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""녹차추출물, 바나바잎 추출물"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-168,CHALLENGE,health-functional-food:dietary_fiber,차전자피식이섬유 또는 가르시니아캄보지아 추출물 중 하나면 괜찮아요.,"{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""functional_ingredients"",""value_code"":1,""value"":""차전자피식이섬유"",""constraint_type"":""PREFER""},{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""가르시니아캄보지아 추출물"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-169,CHALLENGE,health-functional-food:eye_health,1일 1회 또는 1일 2회면 괜찮아요.,"{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 1회"",""constraint_type"":""PREFER""},{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-170,CHALLENGE,health-functional-food:heart_blood,1일 1회 또는 1일 2회 중 하나면 괜찮아요.,"{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 1회"",""constraint_type"":""PREFER""},{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-171,CHALLENGE,health-functional-food:joint_health,1일 2회 또는 1일 1회면 괜찮아요.,"{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""daily_frequency"",""value_code"":1,""value"":""1일 2회"",""constraint_type"":""PREFER""},{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 1회"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-172,CHALLENGE,health-functional-food:liver_health,정 또는 캡슐 중 하나면 괜찮아요.,"{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""정"",""constraint_type"":""PREFER""},{""facet_name"":""product_form"",""value_code"":2,""value"":""캡슐"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-173,CHALLENGE,health-functional-food:male_health,캡슐 또는 분말이면 괜찮아요.,"{""status"":""PARSED"",""parser_mode"":""ANY_OF"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[],""preference_groups"":[{""operator"":""ANY_OF"",""aggregation"":""MAX"",""members"":[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""PREFER""},{""facet_name"":""product_form"",""value_code"":2,""value"":""분말"",""constraint_type"":""PREFER""}]}],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,True,False,True,False
part-a-v2-2-174,CHALLENGE,health-functional-food:omega_fatty_acid,개별 포장이라 휴대하기 편하면 좋겠어요.,"{""status"":""PASSTHROUGH"",""parser_mode"":""NONE"",""effective_requirement_mode"":""SEMANTIC_TEXT"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""개별 포장이라 휴대하기 편하면 좋겠어요.""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,True,False,True,True,False,False
part-a-v2-2-175,CHALLENGE,health-functional-food:other_functional,섭취 후 속이 편안하면 좋겠어요.,"{""status"":""PASSTHROUGH"",""parser_mode"":""NONE"",""effective_requirement_mode"":""SEMANTIC_TEXT"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""섭취 후 속이 편안하면 좋겠어요.""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,True,False,True,True,False,False
part-a-v2-2-176,CHALLENGE,health-functional-food:probiotics,맛이 강하지 않고 부담 없으면 좋겠어요.,"{""status"":""PASSTHROUGH"",""parser_mode"":""NONE"",""effective_requirement_mode"":""SEMANTIC_TEXT"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""맛이 강하지 않고 부담 없으면 좋겠어요.""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,True,False,True,True,False,False
part-a-v2-2-177,CHALLENGE,health-functional-food:propolis,보관하기 쉬운 포장이면 좋겠어요.,"{""status"":""PASSTHROUGH"",""parser_mode"":""NONE"",""effective_requirement_mode"":""SEMANTIC_TEXT"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""보관하기 쉬운 포장이면 좋겠어요.""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,True,False,True,True,False,False
part-a-v2-2-178,CHALLENGE,health-functional-food:protein,물에 잘 섞이면 좋겠어요.,"{""status"":""PASSTHROUGH"",""parser_mode"":""NONE"",""effective_requirement_mode"":""SEMANTIC_TEXT"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""물에 잘 섞이면 좋겠어요.""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",False,True,False,True,True,False,False
